Thucydides was a Greek historian who wrote about 30 years of ____ between Athens and Sparta c 460 - 400 BC.; war
The father of logic and sometimes referred to as the father of rhetoric and science. He also taught Alexander the Great; Aristotle
The famous Greek who is considered the father of philosophy. He committed suicide after imprisonment by the government of Athens for corrupting the youth; Socrates
Hippocrates is considered to be the father of ________ c 460 - 370 BC; medicine
Diogenes the Cynic was a Greek philosopher and one of the founders of the Cynic philosophy (born in northern Turkey on the Black Sea but moved to Athens). He was non-conventional and held no allegiance to any society, his lifestyle was ascetic. He criticised Plato, disagreed with Socrates and mocked Alexander the Great in person (in Corinth). He reportedly carried a lamp during the day, holding to any man's face in order to find an _____ man but only found rascals and scoundrels.; honest | truthful
Alexander the Great lived 356-323 BC in the region called ____; Macedonia
Alexander's father was _____ II; Phillip
Phillip II vastly expanded and improved the Greek Macedonian military with companion soldiers, long sarissa spears, hoplites, calvary xyston spear, peltast short bow, javelin, sling. Foot soldiers who carried spears, bows, and slings were called _____; pelters|peltasts|pelter|peltast
Phillip II launched campaigns against Thebes (southwest of Athens) and succeeded in the Battle of Chaeronea c 338 BC. His army was led by the young son,  ________ ... who later became "the Great"); Alexander
Alexander the Great was taught by ________; Aristotle
Alexander the Great became king at about age __ after the assassination of his father (rumor says it could have been Alexander and his mother Olympias who killed him); 20
Alexander (won or lost) against Darius II of the Persian army at Gaulgamela with 45000-50000 men against 100000-250000 men.; won # He never lost a battle in 15 years of fighting
Alexander maintained the coordinated supply (this aspect of military strategy is called _______) to his troops even if it meant going "the long way".; logistics
Alexander the Great created one of the largest ________ of the ancient world (Macedonian Empire) by the age of 30; empires
The city of Alexandria in Egypt had a grand library named after; Alexander the Great | Alexander
Alexander the Great (and his father Phillip II) were kings of; Mecedon
Alexander the Greek was born in Pella (meaning ___); stone | stones
Alexander died in ________ at age 33, many theories to his death but likely to have been typhoid) and his generals took control of regions within the empire.; Babalon
Alexander the Great founded many new cities and fostered cultural diffusion (one of the most influential people in history) [True or False]; true
Alexander the Great secret to never losing (never lost a battle in 15 years of conquest) was, military tactics, stategy, ferocity, and experienced soldiers; true
Alexander the Great was considered a military genius (certainly of his time); true # (vs eastern father of military strategy Sun Tzu)
Three Greek theater tradgedians\; Aeschylus (523-456 BC) , ________ (497-406BC), and Euripides (480-406 BC); Sophocles
Ertosthenes is considered to be the father of _______ c 276 BC; geography
______ (428-327 BC) developed dialogue (be careful here, this is a special form of rhetoric between two individuals) into an art form; Plato
The father of geometry was ______ of Alexandria (Egypt), a Greek c 300 BC; Euclid
Who wrote about the paradox of time (_____ of Elea); Zeno
# What is a doxography; works of classical historians on philosophers see possibly Diogenes Laertius
The first pre-socratic philosophers were from _____ (the west coast of Anatolia/ Turkey); Miletus
Anatolia (Turkey) comes from the Greek word for _______ (anatole); sunrise
Many Greeks fled to __________ (Turkey) to escape the Dorians (Southeast Peloponesse) c 800-700 BC; Anatolia
Pre-Socratic Schools included\; Milesian, Pythagorean, Ephesian, Eleatic, Pluralist, Atomist, ______, and others; Sophist | Sophists
The Seven Sages of Greece were: 1. Thales of Miletus, 2. Pittacus of Mytilene, 3. Bias of Priene, 4. _____ of Athens, 5 and 6 is/are of these: Cleobulus of Lindos .. Periander of Corrinth... Myson of Cenae, 7. Chilon of Sparta; Solon
Lycurgus was legendary lawgiver to the Spartans, he established the fundamental military oriented creed of equality, ___________ fitness, and austerity.; military | fighting
# Clockwise order of acient Greece; Sporades, Aeean Islands, Dodecanese, (all surround the Cyclades Islands), Crete, Peloponesse (Sparta), (Corrinth), Attica (Athens), Ionian Islands, Central Greece, Epirus, Thessaly, Macedonia, Thrace
One of the first collaborative associations of Greek city states was called the ______ League (meeting assemblies were held on the island of Delos c 478 BC); Delian # (meetings were on the Cyclade Island of Delos)
Mythological birthplace of Apollo and Artemis - the center of the Greek Cyclades (circle of islands) - considered a holy sanctuary and had the "Sacred Lake" and the Terrace of Lions; Delos
# The Anatolian regions, clockwise; Cilia, Pamphylia, Lycia, Caria (Miletus) , Ionia, Lydia (Sardis), Daskyleion, Paphlagonia (Coast of the Black Sea)
Between the Mycenaean civilization and Archaic Greece was know as the Greek ____ ages; dark
The Archaic Greek period c 750 - 500 BC was followed by the ____ period which lasted c 480 - 323 BC; Classic
The ______ period of Greece or Mediterranean history was between the death of Alexander the Great and the emergence of the Roman empire at the battle of Actium c 323 - 31 BC (Battle of Actium with first Roman Emperor, Octavius); Hellenistic | Hellenic  # There is a difference between Hellenistic and Hellenic with the later being incorrect and refering to anything Greek
_____ composed (vs wrote) epic poems entitled the Illiad and the Odyssey c. 750 BC; Homer
______ composed poems of less length than the epic poems c 700 BC among which are: Theogony, Works and Days; Hesiod
The ___ lyric (expresses emotion) poets of ancient Greece were: Alcman of Sparta, Sappho of Lesbos, Alcaeus of Mytilene, Anacreon of Teos, Stesichorus of Metauros, Ibycus of Rhegium, Simonides of Ceos, Bacchylides of Ceos, Pindar of Thebes (c 7th - 5th centuries BC). They established lyric song (to be sung to a lyre - a U shaped stringed musical instument).; 9 | nine
According to Aristotle _____ (in 534 BC the first competitions are reported) was the first to a act out the part of another person; Thespis
____ is sometimes referred to the father of tradgedy (~525 BC 7 plays attributed to him survive: of them is included Prometheus Bound); Aeschylus
_____ early Ancient Greek comic playright of Athens (~390 BC ridicule was one of his powerful tools, satyrical :examples.. The Clouds, The Knights, The Babylonians; Aristophones
______ was an early classical tragedian of Athens (c 400 BC, 19 plays have survived, Medea, Electra, Bacchae). He also wrote "Helen" (of Troy, that is); Euripides
A Theban play, Oedipus Rex was written by ______ (~470 BC, 7 have survived); Sophocles
Aristotle was known also as the father of _____ or the art of discourse or logical argument (the ability to write, or speak in order to persuade particularly in law or politics).; rhetoric
Rhetoric was first formally taught by Isocrates in his school c 400 BC. He became reportedly rich from his teachings and writings. His academy in ______ at the Lyceum (place of education) was the first to teach rhetoric. Rhetoric was held in high regard by the ancient Greeks for hundreds of years before Isocrates; Athens
Isocrates was one of the __ Attic Orators which also included Demonsthenes, Hypereides (who opposed Phillip II by defending Athens), and others ; 10
The tradition of rhetoric typically with four speech parts: 1 ) a proem that secured an attentive, intelligent, and benevolent hearing 2) a narration that represented facts of the case favorable to the speaker 3) a proof that confirmed the speaker's claims and refuted the arguments of the opponent 4) and an epilogue that summarized the speaker's arguments and aroused emotions in the audience favorable to the speaker's case. Today we simplify this to be 1) Introduction, 2) Body, 3) Transition (making the connections), 4) ______ or summary.; Conclusion
The greek writer and father of biography c 46 - 120 AD; Plutarch





